0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62
0.21510917,0.2506212,-5.943072e-07,0.27693486,0.42375845,-0.073773675,0.39967272,0.5911621,-0.10886746,0.47935647,0.73438495,-0.13999592,0.50707847,0.862434,-0.15701275,0.5626303,0.42048377,-0.032677807,0.6528857,0.38298714,-0.10728855,0.5350771,0.38704085,-0.13924958,0.4818086,0.41195667,-0.1472493,0.5560814,0.30117896,-0.022534408,0.6313258,0.27173564,-0.09728985,0.49738488,0.29774195,-0.102343366,0.46162465,0.32441068,-0.086030684,0.53464454,0.19295242,-0.028000621,0.59320414,0.16799271,-0.09920511,0.47893393,0.20529628,-0.0715672,0.45009634,0.23583055,-0.03189806,0.50742656,0.08971739,-0.04063716,0.5622859,0.06851819,-0.0704166,0.48775798,0.102576345,-0.04045553,0.45588335,0.12608582,-0.005446001
0.61324966,0.27681386,-6.850554e-07,0.5684134,0.45780686,-0.027660541,0.50108594,0.6303656,-0.06820667,0.47118142,0.7794742,-0.104399405,0.48088443,0.9069848,-0.13426659,0.46829817,0.48378757,-0.119708456,0.26583564,0.5568875,-0.16438687,0.32651925,0.5688347,-0.1686646,0.3974639,0.549255,-0.16200377,0.44314307,0.35546494,-0.1212052,0.24337626,0.4725979,-0.16125606,0.3005476,0.48732346,-0.15037894,0.36793882,0.457296,-0.13781874,0.41547495,0.2558297,-0.119675,0.23370184,0.3792351,-0.13920285,0.28822887,0.3902644,-0.10503217,0.34852248,0.3625216,-0.08079118,0.38766986,0.1836426,-0.11895499,0.26232517,0.29162198,-0.121736206,0.3051861,0.30873686,-0.0916919,0.35659793,0.28442666,-0.07103027
0.45351332,0.39875272,-6.876733e-07,0.40029237,0.5833478,-0.013769067,0.317335,0.7388443,-0.028806679,0.25549814,0.86678106,-0.042902343,0.2284254,0.9639516,-0.051452268,0.15685289,0.6035046,-0.014530706,0.056395844,0.635131,-0.009603442,0.09075953,0.63241756,-0.006479495,0.13660538,0.62289697,-0.0056921593,0.1379601,0.49163824,-0.011214214,0.08466178,0.53723365,0.006426332,0.12447885,0.54629076,0.012692635,0.16594422,0.53514796,0.008926938,0.14667091,0.3915805,-0.006902002,0.1086413,0.4458952,0.013284632,0.14194825,0.4543997,0.024547912,0.18437593,0.44280356,0.02240819,0.16498923,0.30763924,-0.0038800735,0.13228217,0.35248843,0.013551277,0.16257076,0.36633098,0.03105934,0.197797,0.35728073,0.04085303
0.44322538,0.321073,-5.950396e-07,0.41761923,0.5043845,-0.042042814,0.35949564,0.6654755,-0.07192739,0.31406632,0.81363046,-0.09324693,0.31012887,0.9372947,-0.10706784,0.18610379,0.5443681,-0.053184148,0.08361189,0.6313797,-0.051230002,0.13715601,0.646866,-0.045885745,0.19090977,0.6282175,-0.04402047,0.15587923,0.43358997,-0.031992298,0.08899444,0.5379726,-0.022718554,0.1361617,0.55606234,-0.017870609,0.17838013,0.53803307,-0.022506572,0.15563026,0.34380108,-0.009246885,0.10281113,0.44327602,0.003239219,0.13791911,0.45985413,0.014899985,0.17971492,0.44246957,0.013785991,0.16452533,0.277534,0.011859073,0.116580546,0.35784805,0.021804998,0.14701566,0.37483573,0.03842104,0.17897987,0.35937452,0.04760252
0.75692064,0.3469715,-7.103044e-07,0.6914612,0.49948442,-0.031315777,0.60883063,0.63581586,-0.07326431,0.5518359,0.7677203,-0.109044984,0.536229,0.8884083,-0.13884531,0.5753046,0.4564154,-0.11830937,0.4034146,0.49217817,-0.14761584,0.45367536,0.53849024,-0.14341961,0.5126825,0.53544855,-0.13584132,0.56994367,0.34143692,-0.11423646,0.39612925,0.4121112,-0.13999833,0.44083893,0.46136764,-0.1242261,0.4958047,0.45046362,-0.11375015,0.5638511,0.2551627,-0.10607723,0.3995747,0.3298416,-0.11724343,0.4430917,0.36862403,-0.08615669,0.49685863,0.35729277,-0.06826476,0.554012,0.19438508,-0.0987918,0.4357364,0.25564277,-0.10015297,0.46679822,0.2927315,-0.07575969,0.50885737,0.28456527,-0.060519256
0.6917163,0.30676553,-3.887814e-07,0.6647732,0.45985195,-0.04747237,0.5991978,0.6528408,-0.09473523,0.580431,0.809472,-0.12945485,0.58853865,0.941485,-0.15513808,0.63427985,0.50383633,-0.1738071,0.42641953,0.54736745,-0.23356578,0.46771333,0.5666448,-0.23840703,0.5323148,0.55581385,-0.22907016,0.6179473,0.3666585,-0.16766176,0.39111185,0.4573213,-0.22459407,0.43832797,0.4802698,-0.20367728,0.5030008,0.45838302,-0.18208286,0.585263,0.27074146,-0.15866797,0.3788789,0.37282056,-0.19183008,0.42926583,0.39456972,-0.14501427,0.48841518,0.37602344,-0.108666144,0.5470114,0.20716062,-0.15158504,0.3955413,0.2960153,-0.15162466,0.43535888,0.30944365,-0.11251398,0.48705438,0.28434655,-0.087166876
0.7743293,0.2767475,-7.850825e-07,0.7195705,0.48159868,-0.01040632,0.6345417,0.6528445,-0.03672907,0.5693983,0.79878724,-0.060072485,0.54338497,0.9203427,-0.078096904,0.5092948,0.4981385,-0.066875935,0.34548426,0.5491535,-0.07751061,0.39367375,0.5645502,-0.07083762,0.44848746,0.5524097,-0.063794926,0.4823489,0.3687616,-0.06661596,0.33865085,0.46163186,-0.06623642,0.38699847,0.49147084,-0.051300798,0.44168827,0.47373185,-0.045438074,0.47267687,0.2638936,-0.06087866,0.3530357,0.36614418,-0.047287513,0.39633334,0.39216137,-0.019130915,0.44554988,0.37445256,-0.008966663,0.46742243,0.17991516,-0.05450644,0.38082722,0.2735924,-0.03618988,0.4224233,0.3032201,-0.0059431847,0.46201903,0.28987345,0.011529022
0.58483505,0.26261398,-6.705271e-07,0.5551982,0.44602832,-0.05734411,0.4796985,0.62984276,-0.11157786,0.4368114,0.7901357,-0.15196262,0.42827997,0.93143153,-0.18460035,0.46899295,0.4304514,-0.18457296,0.24397783,0.48482507,-0.2397872,0.29221088,0.554587,-0.24179618,0.36429068,0.56393546,-0.2315784,0.44341144,0.28122598,-0.17119487,0.20648961,0.39453906,-0.2268176,0.2562039,0.46261823,-0.21011056,0.33063543,0.4536513,-0.19005504,0.4091552,0.18373773,-0.15380923,0.19583383,0.31453985,-0.18495132,0.25035834,0.36697155,-0.14329776,0.31618124,0.35447982,-0.110119104,0.371242,0.12510282,-0.13860233,0.2191861,0.24481039,-0.14556795,0.25844797,0.29208657,-0.11108412,0.31318542,0.280346,-0.08576939
0.38496375,0.3444214,-5.027855e-07,0.43010277,0.5181959,-0.066028595,0.5120972,0.66432476,-0.11506042,0.57629967,0.7893007,-0.15677875,0.6223966,0.9116745,-0.19412558,0.683469,0.4356161,-0.117943,0.53181726,0.4449949,-0.17870806,0.4847543,0.4675341,-0.21123566,0.52004176,0.4666846,-0.23394701,0.6555791,0.28172725,-0.11918,0.49253103,0.32875282,-0.16332771,0.45070192,0.3805198,-0.16634588,0.48285222,0.3866666,-0.17488195,0.5993963,0.16872454,-0.124544404,0.45620576,0.21836638,-0.16076918,0.4234941,0.27866295,-0.13959184,0.45619074,0.28828013,-0.13012837,0.5309749,0.08289972,-0.13859135,0.43499476,0.123662144,-0.15891516,0.40971094,0.17678058,-0.14192079,0.42904603,0.1897307,-0.13054758
0.7644537,0.37402135,-8.6340094e-07,0.71850413,0.5296821,-0.048829556,0.651374,0.6842903,-0.079127006,0.59596485,0.81173813,-0.11286984,0.5616571,0.91152424,-0.1383668,0.49721146,0.56341374,-0.00058161665,0.41458988,0.5689789,-0.05819696,0.49418363,0.5511469,-0.100221366,0.5707852,0.5416575,-0.118045814,0.48289174,0.47411835,0.001955302,0.41099456,0.47128567,-0.06313884,0.5080303,0.45958835,-0.09380211,0.5792872,0.4608857,-0.0982782,0.48126724,0.38713497,-0.0066578523,0.40586895,0.38278496,-0.06459729,0.49147946,0.38419843,-0.0661281,0.5612015,0.39118207,-0.048379973,0.48889285,0.30499482,-0.01963819,0.41174054,0.3012517,-0.050143532,0.46629542,0.31374288,-0.040331706,0.519692,0.32601374,-0.021305855
0.82381904,0.33362746,-7.815618e-07,0.7763066,0.48381037,-0.054117396,0.7031228,0.63481814,-0.08634262,0.6398449,0.7593183,-0.11930226,0.60157794,0.8602493,-0.14337558,0.5478902,0.5072253,-0.008591703,0.47633433,0.500532,-0.061299864,0.553555,0.48348033,-0.0983807,0.6290012,0.4799973,-0.11384052,0.5359959,0.4145976,-0.0027412013,0.4669723,0.40299723,-0.06517265,0.5642278,0.38938046,-0.09352281,0.63912565,0.3957054,-0.09685312,0.53693265,0.3284275,-0.007249611,0.47081405,0.31548694,-0.063679725,0.55802464,0.3134349,-0.06275742,0.6292706,0.32600886,-0.043984152,0.54785013,0.2508766,-0.016366111,0.47878742,0.23635639,-0.047429673,0.5366479,0.24512216,-0.036627077,0.58939147,0.26215923,-0.017036626
0.96753645,0.24982932,-1.3090353e-06,0.9037262,0.44729736,-0.048585176,0.78014135,0.62097514,-0.07257736,0.68166256,0.7516573,-0.10203853,0.6249848,0.8686743,-0.12220405,0.6006711,0.46557093,0.017405251,0.5130246,0.44959646,-0.044731785,0.6160928,0.4395464,-0.08687422,0.7061854,0.43791604,-0.10398135,0.5951164,0.33915094,0.013472569,0.5157742,0.32168427,-0.05876787,0.64843905,0.3212102,-0.08860578,0.7337609,0.33191735,-0.08829812,0.60496825,0.2188703,-0.0035930844,0.52504647,0.2033182,-0.073752224,0.64733213,0.21851927,-0.06620817,0.72769266,0.23901191,-0.03768126,0.62954974,0.10289359,-0.024641423,0.54033995,0.09519875,-0.06224756,0.6232282,0.12277806,-0.041197993,0.6863327,0.14853778,-0.011032958
0.6799316,0.23192765,-1.3592075e-06,0.60370475,0.45891663,-0.07489083,0.47265822,0.67355525,-0.1072921,0.35934353,0.8333899,-0.14273123,0.28038397,0.93121535,-0.16344576,0.26962778,0.5180502,0.01680039,0.14192249,0.5298806,-0.06668014,0.2673073,0.49658233,-0.12087175,0.377462,0.47262144,-0.14097007,0.25034535,0.37044722,0.02227963,0.13471462,0.37014085,-0.07915021,0.29481947,0.35919702,-0.11962671,0.39955285,0.35653737,-0.11718443,0.25553966,0.22911513,0.008927703,0.13786876,0.22210059,-0.089169614,0.2861007,0.23515002,-0.083221935,0.39337477,0.24244177,-0.044983245,0.27887288,0.087860435,-0.010590609,0.16543472,0.09289354,-0.06764652,0.26748785,0.12588489,-0.05031758,0.35097197,0.14663312,-0.015967533
0.68174654,0.21386424,-9.263638e-07,0.6493438,0.41342983,-0.050550155,0.5915394,0.6197313,-0.075494535,0.54953027,0.7840156,-0.10534523,0.5212367,0.89977396,-0.12567066,0.39406812,0.53335375,0.025966708,0.2987057,0.57289535,-0.03282538,0.38073683,0.5231205,-0.07828434,0.4572068,0.48448467,-0.097819716,0.36545193,0.43847024,0.027868932,0.26882273,0.46708125,-0.03959162,0.38344806,0.41997153,-0.072728135,0.45976865,0.3898457,-0.07526945,0.35585386,0.33742654,0.016263854,0.26233536,0.35835576,-0.044750046,0.36644053,0.33004624,-0.043029856,0.4430219,0.30818528,-0.020029856,0.36086345,0.23346625,-0.00017280388,0.26716903,0.25750598,-0.029383661,0.33839682,0.25477147,-0.0127635,0.39817497,0.24378431,0.012511801
0.78170294,0.3793905,-1.0609366e-06,0.70510656,0.5350175,-0.007938409,0.6111253,0.64318055,-0.015141971,0.5408945,0.7115062,-0.036505118,0.4939289,0.77393335,-0.053329233,0.4890674,0.4609216,0.048414137,0.3830423,0.4825671,-0.0013858705,0.43681428,0.5214721,-0.038831186,0.50376624,0.52776456,-0.05319631,0.48508874,0.38518065,0.028168166,0.3721421,0.40725997,-0.026643574,0.454715,0.45619425,-0.05206664,0.5281018,0.44881362,-0.050693978,0.4893871,0.3026513,-0.0024384165,0.3711838,0.31124416,-0.048414815,0.45050853,0.3680391,-0.045367967,0.5249387,0.3671144,-0.024567721,0.50776196,0.21197668,-0.036083505,0.40402955,0.2141397,-0.05840404,0.44151574,0.2720852,-0.045366284,0.49734354,0.2878877,-0.02406116
0.7707256,0.2649914,-6.708795e-07,0.74854654,0.4060888,-0.07604216,0.6995388,0.5595215,-0.11296297,0.64688206,0.69226575,-0.14311866,0.613909,0.794107,-0.16035643,0.54405373,0.5299021,-0.038320906,0.4539668,0.503726,-0.09193852,0.529073,0.44083902,-0.11712571,0.5897974,0.43206024,-0.12458004,0.51480234,0.4363149,-0.019896964,0.42878735,0.41605654,-0.084047385,0.5260851,0.357692,-0.10310399,0.5836432,0.36844897,-0.10012894,0.4993987,0.34850782,-0.0123636415,0.4245411,0.32799932,-0.077190585,0.5136943,0.2864843,-0.06793171,0.5706896,0.2953643,-0.04266308,0.4965911,0.27049276,-0.009769875,0.42851835,0.25999945,-0.045693584,0.49097696,0.23686993,-0.030759096,0.5362384,0.24395736,-0.007856656
0.7495645,0.3632214,-1.441382e-06,0.73186624,0.5091675,-0.06991486,0.67182124,0.66595334,-0.11454528,0.6226995,0.798259,-0.15232505,0.5936594,0.92391574,-0.18383858,0.4635815,0.5321454,-0.06702316,0.55710256,0.50918275,-0.13323723,0.6421796,0.48936898,-0.18092568,0.6825241,0.4693115,-0.20808794,0.4411632,0.4116686,-0.06169158,0.5583229,0.39041513,-0.12051507,0.6554768,0.40310764,-0.14357728,0.6992748,0.40062848,-0.15266164,0.45647457,0.30695057,-0.065015316,0.5732492,0.28794277,-0.12456055,0.65849733,0.31542638,-0.12226378,0.6921655,0.32128352,-0.10961302,0.4923849,0.21779937,-0.07551637,0.584961,0.20531875,-0.11239642,0.65593684,0.24140382,-0.106519476,0.68441427,0.26327235,-0.09348774
0.7848882,0.37574804,-1.6164114e-06,0.7651135,0.51961565,-0.06866312,0.71324104,0.6847478,-0.121693276,0.6750689,0.83349943,-0.1679907,0.6547643,0.9741436,-0.20954552,0.5214019,0.5328268,-0.11106153,0.64804184,0.5107858,-0.17907624,0.7212267,0.48398063,-0.21997878,0.7452738,0.4743514,-0.2431723,0.49878508,0.39116186,-0.10813777,0.67685497,0.39255887,-0.17201188,0.77524775,0.40793318,-0.19136651,0.823665,0.41868043,-0.20000327,0.5150008,0.26706594,-0.1092912,0.68930954,0.28148735,-0.17075987,0.77772343,0.31066746,-0.16558892,0.8181232,0.3271356,-0.1523883,0.55352044,0.15944707,-0.11727524,0.67726886,0.16802722,-0.15625335,0.74117583,0.20656934,-0.15078211,0.7665241,0.23596382,-0.13865553
0.78980577,0.5092178,-1.111358e-06,0.67439336,0.6655745,-0.0575835,0.5229358,0.77499986,-0.086124405,0.39637563,0.8355037,-0.11934709,0.31383485,0.90874624,-0.14203733,0.40956563,0.52973425,0.013206259,0.3146324,0.45193458,-0.055906683,0.40945637,0.48904008,-0.10316065,0.49662027,0.5315145,-0.120532796,0.43568134,0.41544026,0.014391565,0.3434524,0.34344286,-0.0681347,0.46279627,0.405838,-0.101761006,0.5533444,0.46051094,-0.09852708,0.4727459,0.31930518,0.0005975268,0.38612396,0.25561422,-0.07768807,0.49078387,0.32127845,-0.0776794,0.5765982,0.37607393,-0.04805433,0.5208761,0.23397636,-0.017974017,0.4301589,0.1759063,-0.06229218,0.48347095,0.2182092,-0.050532468,0.538576,0.25873697,-0.023206534
0.5385681,0.12388909,-9.801721e-07,0.56734055,0.33854437,-0.07151293,0.5548604,0.58067393,-0.10554351,0.54429793,0.7610508,-0.14086258,0.54950064,0.8950584,-0.16386907,0.32961902,0.59287804,0.003355157,0.22428711,0.62647796,-0.07275039,0.29995733,0.53041905,-0.12744813,0.38579726,0.45426726,-0.14883365,0.27262813,0.49649453,0.01159087,0.17634389,0.5221951,-0.07515087,0.2816988,0.41528702,-0.113424174,0.3686215,0.35028827,-0.114538096,0.23490241,0.39900967,0.00355689,0.14975584,0.4201136,-0.07933277,0.24832462,0.33567816,-0.08117463,0.33225614,0.28437275,-0.053428613,0.21113595,0.3031596,-0.010222817,0.11840755,0.33606464,-0.056581847,0.1862954,0.28360152,-0.04196098,0.25250837,0.24820952,-0.012571552
0.6875049,0.17747912,-1.1589777e-06,0.6685725,0.4041734,-0.056443166,0.59963155,0.63201237,-0.084035955,0.5577644,0.799333,-0.11702906,0.5328816,0.9289789,-0.13959607,0.38692838,0.5483891,0.013863697,0.28514045,0.566838,-0.05875529,0.37998268,0.5007602,-0.10968926,0.4702945,0.45372552,-0.12982664,0.35056832,0.43530038,0.012537163,0.24590856,0.45299813,-0.071632236,0.37796244,0.39159322,-0.10670327,0.4696066,0.35952187,-0.10596903,0.33314228,0.3228563,-0.00372974,0.23378682,0.33522105,-0.08441898,0.35892612,0.29205084,-0.08185286,0.44985476,0.26959193,-0.05164889,0.33131596,0.21027999,-0.024621317,0.22823831,0.2318681,-0.06649073,0.30598968,0.21503116,-0.047848627,0.37337515,0.20323876,-0.017235855
0.6715284,0.35753176,-6.6039786e-07,0.6353398,0.49572286,-0.050166097,0.5780003,0.63908327,-0.08038964,0.5319756,0.75575054,-0.11231894,0.5019457,0.8476497,-0.13693932,0.43294656,0.54360914,-0.0051573175,0.36407465,0.54425436,-0.06009464,0.43107206,0.5208613,-0.10061082,0.49994585,0.50195307,-0.11719299,0.419822,0.4634955,0.00016917734,0.34866774,0.46433315,-0.06108844,0.43353334,0.44198096,-0.08994724,0.50385904,0.42734408,-0.092626646,0.41848674,0.38758072,-0.0049608573,0.35080236,0.38672048,-0.06123013,0.4280042,0.37707523,-0.06482559,0.49622098,0.37033337,-0.04745976,0.42539895,0.3170449,-0.014088727,0.35489404,0.31919456,-0.0452251,0.4018544,0.32051015,-0.0375612,0.45249858,0.31878382,-0.019250091
0.50849724,0.32585764,-5.615532e-07,0.5077774,0.4724292,-0.044235732,0.47728643,0.62539816,-0.067099765,0.4464074,0.74232984,-0.09105615,0.43019083,0.83352065,-0.10829586,0.33491054,0.58287954,-0.002733277,0.25405025,0.6044279,-0.049285047,0.29808515,0.5594281,-0.08416699,0.3507381,0.52355605,-0.09953872,0.30888367,0.51056206,0.0004109437,0.22671048,0.52186847,-0.04736839,0.28956407,0.47660473,-0.070532344,0.3477514,0.45480618,-0.074699916,0.29384542,0.4407797,-0.006307937,0.22113758,0.4498229,-0.049891055,0.28193653,0.41615227,-0.048797585,0.3378411,0.3995011,-0.034992132,0.28821328,0.371112,-0.017334843,0.22025067,0.38515002,-0.041657213,0.26466048,0.3664679,-0.031358864,0.31173906,0.35574448,-0.015498301
0.2755167,0.54151314,1.1528428e-08,0.32744718,0.64792055,0.009208826,0.40100735,0.7132518,0.003460833,0.44733283,0.7839103,-0.0019490398,0.45278624,0.85599315,-0.006141294,0.47088572,0.6358682,-0.033960614,0.5834116,0.65389574,-0.04361687,0.5712194,0.648823,-0.04018986,0.53545696,0.64400256,-0.033591617,0.47559556,0.54865247,-0.03887574,0.60252327,0.55776066,-0.04162785,0.5825993,0.5679897,-0.026909025,0.5435249,0.57106954,-0.015211597,0.46636328,0.47478187,-0.039712373,0.5772324,0.47436363,-0.03311588,0.5587085,0.4933315,-0.012559515,0.5244267,0.5000259,-0.0001066686,0.44659042,0.41769683,-0.038708933,0.523932,0.41310245,-0.02597188,0.5185574,0.43301702,-0.00523186,0.49834198,0.44315106,0.009212687
